##CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

######EVENTS
#Camelot Event Chain
EVTOPTBanl.028.tooltip;The mythical Atlantis appears off the coast of Crete.;;;;;;;;;;x


######EVENT MODIFIERS
#Camelot modifiers
memory_of_fair_maiden;Memory of the Fair Maiden;;;;;;;;;x
memory_of_fair_maiden_desc;The memory of the fair maiden sticks with you to this day.;;;;;;;;;x
shivering_in_cold;Shivering in the Cold;;;;;;;;;x
shivering_in_cold_desc;You are shivering in the cold after donating your extra clothes to a destitute village.;;;;;;;;;x
memory_of_last_battle;Memory of the Last Battle;;;;;;;;;x
memory_of_last_battle_desc;You will never forget the horrors that you witnessed in your dream of the Last Battle.;;;;;;;;;x
fought_at_bar;Fought in a Bar Fight;;;;;;;;;x
fought_at_bar_desc;You fought back after someone insulted you in a bar.;;;;;;;;;x
arthurian_generosity;Arthurian Generosity;;;;;;;;;x
arthurian_generosity_desc;You possess the generosity of King Arthur's Court.;;;;;;;;;x
arthurian_chastity;Arthurian Chastity;;;;;;;;;x
arthurian_chastity_desc;You possess the chastity of King Arthur's Court.;;;;;;;;;x
arthurian_faith;Arthurian Faith;;;;;;;;;x
arthurian_faith_desc;You possess the faith of King Arthur's Court.;;;;;;;;;x
arthurian_bravery;Arthurian Bravery;;;;;;;;;x
arthurian_bravery_desc;You possess the bravery of King Arthur's Court.;;;;;;;;;x
arthurian_humility;Arthurian Humility;;;;;;;;;x
arthurian_humility_desc;You possess the humility of King Arthur's Court.;;;;;;;;;x
arthurian_loyalty;Arthurian Loyalty;;;;;;;;;x
arthurian_loyalty_desc;You possess the loyalty of King Arthur's Court.;;;;;;;;;x
arthurian_honesty;Arthurian Honesty;;;;;;;;;x
arthurian_honesty_desc;You possess the honesty of King Arthur's Court.;;;;;;;;;x
arthurian_honour;Arthurian Honour;;;;;;;;;x
arthurian_honour_desc;You possess the honour of King Arthur's Court.;;;;;;;;;x
footsteps_of_king_arthur;Following in King Arthur's Footsteps;;;;;;;;;x
footsteps_of_king_arthur_desc;You are attempting to live like the chivalrous King Arthur.;;;;;;;;;x
king_arthurs_blessing;King Arthur's Blessing;;;;;;;;;x
king_arthurs_blessing_desc;You emulate the chivalrous King Arthur in every aspect.;;;;;;;;;x

#Atlantis modifiers
generous_host;Generous Host;;;;;;;;;x
generous_host_desc;You showed extra hospitality to a guest in need.;;;;;;;;;x
ate_lotus_fruit;Ate Lotus Fruit;;;;;;;;;x
ate_lotus_fruit_desc;You ate the dangerous lotus fruit and found yourself unable to leave the lotus-eaters.;;;;;;;;;x
refused_lotus_fruit;Refused Lotus Fruit;;;;;;;;;x
refused_lotus_fruit_desc;You smartly refused to eat the dangerous lotus fruit.;;;;;;;;;x
tricked_cyclops;Tricked a Cyclops;;;;;;;;;x
tricked_cyclops_desc;You are truly Nobody.;;;;;;;;;x
poseidon_curse;Curse of Poseidon;;;;;;;;;x
poseidon_curse_desc;Fishermen from your realm have noticed a strange lack of fish lately.;;;;;;;;;x
poseidon_blessing;Blessing of Poseidon;Fishermen from your realm have noticed a strange abundance of fish lately.;;;;;;;;;x
winds_of_aeolus;Winds of Aeolus;;;;;;;;;x
winds_of_aeolus_desc;Since you escaped from the Laistrygones, you notice you've been moving just a bit more quickly.;;;;;;;;;x
circean_infatuation;Circean Infatuation;;;;;;;;;x
circean_infatuation_desc;You can't stop thinking about that enchantress...;;;;;;;;;x
heard_sirens_song;Heard the Sirens' Song;;;;;;;;;;x
heard_sirens_song_desc;You have heard the song of the Sirens and lived to tell the tale.;;;;;;;;;;x
respected_helios_cattle;Respected Helios' Cattle;;;;;;;;;;x
respected_helios_cattle_desc;You refrained from slaughtering Helios' sacred cattle.;;;;;;;;;;x
new_odysseus;The New Odysseus;;;;;;;;;;x
new_odysseus_desc;After your search for Atlantis, you have proven yourself as the reincarnated Odysseus.;;;;;;;;;;x
odysseus_devotee;Devotee of Odysseus;;;;;;;;;;x
odysseus_devotee_desc;After your search for Atlantis, you have proven yourself as a worthy devotee to Odysseus.;;;;;;;;;;x


######NICKNAMES
#Atlantis Nicknames
nick_cyclopes_slayer;the Slayer of Cyclopes;;;;;;;;;x
nick_lover_of_calypso;the Lover of Calypso;;;;;;;;;;x #change this?
nick_new_odysseus;the New Odysseus;;;;;;;;;;x
